aX,aY,aZ,gX,gY,gZ
0.958,0.025,0.312,3.235,-2.563,-7.019
0.948,0.014,0.316,3.418,-0.854,-6.226
0.948,0.001,0.316,4.028,0.244,-5.554
0.954,-0.000,0.311,5.188,1.221,-4.089
0.951,0.002,0.304,5.432,2.625,-2.502
0.946,0.026,0.294,4.761,3.235,-0.977
0.941,0.053,0.280,3.540,2.380,-0.366

1.357,0.866,0.564,66.467,-42.969,66.162
1.333,0.882,0.526,57.495,-34.912,63.110
1.367,0.788,0.570,52.673,-27.283,57.922
1.296,0.799,0.528,48.035,-24.475,54.688
1.333,0.793,0.555,50.049,-17.883,52.979
1.344,0.822,0.572,52.185,-15.686,51.086
1.355,0.893,0.569,51.453,-16.968,47.913
1.375,0.910,0.599,53.833,-15.747,42.175
1.407,0.931,0.635,54.993,-13.672,36.438
1.419,0.965,0.656,51.392,-11.230,33.264
1.398,0.978,0.665,45.410,-7.812,30.029
1.378,0.960,0.681,38.818,-3.052,26.550
1.359,0.927,0.703,31.921,1.953,23.987
1.350,0.902,0.724,26.428,7.812,22.583
1.338,0.898,0.727,21.545,13.489,20.996
1.319,0.914,0.717,16.968,18.738,18.127
1.316,0.906,0.719,12.451,22.827,14.404
1.266,0.894,0.684,8.179,24.963,8.972
1.258,0.855,0.684,6.531,28.931,4.272
1.209,0.825,0.671,5.310,31.677,-0.610
1.178,0.802,0.659,3.967,35.950,-4.456
1.127,0.772,0.636,1.465,41.931,-7.202
1.087,0.736,0.611,-2.563,47.363,-10.193
1.044,0.706,0.573,-5.981,52.002,-11.902
1.004,0.689,0.515,-9.949,56.213,-12.817
0.955,0.666,0.464,-14.832,59.814,-11.963
0.908,0.674,0.416,-19.287,61.646,-11.414
0.877,0.672,0.387,-21.790,60.120,-13.306
0.856,0.672,0.371,-23.071,57.617,-17.639
0.835,0.671,0.343,-26.123,56.580,-20.935
0.824,0.642,0.319,-29.846,56.519,-22.644
0.781,0.605,0.301,-32.532,57.007,-23.987
0.738,0.565,0.293,-33.386,56.641,-26.184
0.710,0.543,0.296,-29.053,56.335,-30.334
0.656,0.525,0.268,-24.292,55.908,-34.668
0.627,0.499,0.251,-22.644,55.481,-37.415
0.581,0.489,0.224,-24.170,54.626,-36.987
0.592,0.481,0.214,-27.771,53.955,-35.889
0.573,0.461,0.198,-31.616,54.138,-34.241
0.551,0.452,0.163,-36.438,54.626,-32.227
0.498,0.423,0.128,-38.574,53.528,-31.982
0.472,0.405,0.106,-38.818,49.561,-32.349
0.393,0.386,0.078,-38.391,43.274,-31.799
0.363,0.375,0.083,-35.645,34.912,-33.875
0.352,0.362,0.112,-30.701,26.184,-36.011
0.353,0.353,0.129,-28.809,19.226,-36.560
0.353,0.317,0.158,-28.015,15.198,-36.011
0.343,0.301,0.174,-29.053,14.404,-32.227
0.354,0.325,0.163,-30.396,13.916,-27.954
0.343,0.340,0.144,-29.114,12.817,-26.489
0.345,0.351,0.121,-28.381,10.925,-26.123
0.358,0.354,0.090,-29.968,9.094,-25.452
0.366,0.331,0.052,-32.593,7.996,-24.719
0.362,0.306,0.018,-34.973,6.042,-23.865
0.373,0.271,-0.000,-35.339,3.296,-23.804
0.364,0.226,-0.008,-33.813,-0.305,-24.292
0.357,0.229,-0.012,-31.982,-4.761,-23.682
0.360,0.252,-0.006,-31.189,-9.888,-22.278
0.396,0.246,0.011,-31.799,-14.832,-20.630
0.464,0.245,0.019,-33.020,-18.188,-18.433
0.503,0.260,0.004,-32.288,-20.874,-18.188
0.522,0.258,-0.005,-32.104,-23.254,-18.799
0.509,0.252,-0.009,-35.767,-25.146,-17.578
0.477,0.256,0.002,-41.565,-28.015,-14.771
0.467,0.277,0.027,-46.753,-32.166,-12.268
0.483,0.274,0.042,-50.537,-37.415,-11.963
0.556,0.219,0.044,-52.856,-42.542,-13.672
0.651,0.125,0.068,-52.246,-45.532,-14.404
0.713,0.102,0.082,-47.913,-45.410,-13.184
0.746,0.154,0.088,-41.443,-45.105,-13.245
0.745,0.231,0.091,-36.560,-46.082,-14.282
0.763,0.289,0.123,-35.339,-47.913,-16.724
0.841,0.326,0.149,-35.950,-49.683,-20.203
0.934,0.294,0.207,-37.048,-49.927,-23.987
0.966,0.216,0.266,-38.757,-49.133,-26.550
1.017,0.144,0.318,-38.574,-45.776,-27.527
1.034,0.100,0.353,-33.447,-42.114,-29.602
1.042,0.097,0.365,-26.672,-39.001,-32.410
1.029,0.130,0.358,-21.179,-37.598,-34.302
1.050,0.145,0.347,-19.470,-37.903,-35.339
1.097,0.119,0.364,-20.447,-37.537,-34.912
1.140,0.080,0.387,-21.729,-36.865,-34.973
1.181,0.026,0.415,-20.813,-35.034,-35.706
1.181,-0.014,0.425,-18.188,-31.860,-35.645
1.158,-0.048,0.403,-16.418,-29.297,-35.034
1.154,-0.090,0.393,-14.282,-26.733,-34.119
1.136,-0.129,0.382,-11.353,-25.085,-32.593
1.142,-0.153,0.370,-7.080,-23.621,-30.457
1.134,-0.156,0.366,-2.747,-21.484,-28.076
1.152,-0.111,0.339,-2.625,-19.836,-25.452
1.154,-0.113,0.337,-4.211,-18.494,-24.048
1.159,-0.114,0.341,-5.554,-16.235,-22.461
1.156,-0.107,0.338,-6.287,-15.015,-20.386
1.153,-0.096,0.336,-4.272,-14.099,-19.287
1.149,-0.091,0.338,-1.465,-14.221,-20.264
1.159,-0.081,0.340,1.038,-13.794,-20.630
1.153,-0.087,0.339,2.869,-13.672,-20.874
1.143,-0.116,0.354,4.089,-12.390,-20.569
1.132,-0.118,0.351,5.188,-10.925,-19.104
1.109,-0.107,0.339,6.592,-9.766,-17.151
1.078,-0.099,0.327,6.348,-8.362,-13.916
1.093,-0.089,0.328,4.761,-6.836,-10.071
1.114,-0.059,0.324,4.333,-4.761,-6.775
1.173,-0.070,0.388,4.822,-2.747,-5.493
1.078,0.046,0.292,1.709,-5.554,-7.507
1.102,0.022,0.307,5.188,-2.258,-12.085
1.063,-0.006,0.305,5.859,0.061,-13.306
1.051,-0.016,0.307,2.136,0.488,-10.559
1.041,-0.042,0.324,2.930,1.526,-8.545
1.036,-0.028,0.320,4.944,1.953,-8.057
1.019,-0.003,0.303,7.263,2.136,-7.874
1.014,0.011,0.292,7.446,2.808,-7.141
1.002,0.013,0.291,6.470,3.601,-5.554
1.001,0.021,0.297,6.042,4.395,-4.395
0.970,0.037,0.283,6.531,4.822,-4.028
0.964,0.049,0.278,6.836,4.272,-4.517
0.957,0.041,0.274,7.141,3.174,-5.127
0.968,0.045,0.267,6.042,1.770,-5.371
0.971,0.038,0.264,4.150,0.671,-5.005

1.469,0.653,0.492,45.410,-51.514,67.200
1.493,0.651,0.512,44.434,-52.124,62.988
1.532,0.679,0.562,40.588,-51.636,62.439
1.606,0.746,0.640,37.964,-49.500,62.134
1.717,0.832,0.719,37.659,-46.021,60.242
1.815,0.795,0.894,37.048,-45.288,54.871
1.688,1.015,0.774,34.363,-54.504,40.588
1.861,0.953,0.904,43.030,-30.273,41.870
1.859,0.921,0.939,35.278,-19.958,36.804
1.816,0.894,0.945,19.653,-10.437,36.621
1.768,0.833,0.963,15.015,4.028,33.508
1.688,0.804,0.929,13.123,12.573,26.428
1.610,0.776,0.887,11.353,20.142,22.217
1.554,0.750,0.854,10.376,27.039,18.677
1.471,0.738,0.801,6.348,30.640,14.160
1.429,0.702,0.768,3.479,34.729,8.850
1.356,0.651,0.725,-0.122,39.490,5.188
1.292,0.578,0.705,-3.601,42.603,2.136
1.234,0.526,0.693,-3.479,44.739,-1.770
1.186,0.499,0.675,-1.160,47.974,-4.944
1.121,0.475,0.641,1.160,52.307,-8.118
1.065,0.467,0.599,-0.183,58.838,-8.179
1.009,0.469,0.529,-5.859,65.857,-5.859
0.941,0.448,0.468,-11.536,70.618,-4.822
0.884,0.426,0.410,-15.930,73.730,-3.418
0.834,0.437,0.346,-18.188,74.524,-2.441
0.792,0.430,0.284,-18.433,72.083,-3.723
0.774,0.427,0.237,-19.348,67.871,-4.944
0.696,0.390,0.216,-19.775,65.186,-5.798
0.698,0.417,0.186,-19.836,62.561,-6.104
0.639,0.410,0.157,-16.785,60.974,-8.606
0.593,0.422,0.138,-16.418,59.998,-10.071
0.532,0.444,0.114,-18.494,59.326,-10.620
0.504,0.423,0.112,-22.400,58.838,-9.766
0.439,0.414,0.090,-30.701,59.204,-4.517
0.375,0.397,0.068,-36.560,57.007,-1.404
0.350,0.368,0.062,-36.865,52.856,-0.977
0.295,0.359,0.046,-33.203,46.875,-1.709
0.278,0.378,0.043,-28.564,38.025,-3.784
0.227,0.370,0.063,-25.085,27.344,-7.385
0.235,0.339,0.105,-24.658,17.944,-8.911
0.232,0.326,0.131,-26.245,11.230,-7.202
0.230,0.338,0.153,-27.344,6.775,-4.517
0.233,0.351,0.171,-28.015,3.418,-2.441
0.251,0.387,0.178,-29.358,1.770,-0.427
0.251,0.417,0.180,-30.029,1.465,0.977
0.282,0.438,0.163,-30.518,1.160,0.549
0.304,0.429,0.124,-30.579,0.427,-1.038
0.310,0.396,0.081,-31.067,-0.427,-2.563
0.315,0.381,0.035,-32.288,-1.892,-2.869
0.319,0.351,0.016,-33.630,-4.395,-3.540
0.314,0.304,0.032,-34.119,-7.141,-4.211
0.336,0.293,0.052,-32.654,-10.376,-3.540
0.398,0.313,0.046,-29.663,-14.038,-3.357
0.443,0.334,0.039,-26.672,-16.846,-4.333
0.485,0.359,0.032,-26.428,-18.982,-4.517
0.542,0.381,0.024,-27.893,-21.301,-5.310
0.549,0.370,0.028,-28.931,-24.780,-8.301
0.582,0.350,0.063,-28.503,-28.870,-11.597
0.610,0.348,0.110,-26.062,-32.104,-15.076
0.654,0.332,0.148,-23.254,-34.607,-19.287
0.686,0.284,0.170,-22.156,-35.339,-21.973
0.759,0.236,0.165,-22.949,-34.973,-21.667
0.817,0.201,0.161,-23.254,-33.447,-20.508
0.842,0.220,0.143,-22.034,-31.921,-20.996
0.833,0.231,0.125,-20.874,-31.189,-23.560
0.828,0.233,0.115,-20.020,-31.555,-27.588
0.833,0.250,0.101,-19.775,-33.630,-30.762
0.872,0.232,0.099,-21.973,-36.560,-32.593
0.936,0.162,0.145,-23.315,-40.222,-34.607
0.992,0.091,0.203,-21.790,-43.152,-37.354
1.012,0.069,0.225,-17.700,-44.800,-40.039
1.016,0.072,0.236,-13.733,-45.166,-42.725
1.010,0.064,0.237,-13.367,-44.739,-44.373
1.039,0.038,0.249,-16.541,-44.006,-43.213
1.076,0.011,0.277,-19.531,-42.969,-40.222
1.108,-0.012,0.308,-18.860,-42.358,-40.039
1.147,-0.042,0.347,-15.381,-41.687,-41.687
1.149,-0.062,0.371,-11.780,-39.673,-41.809
1.141,-0.065,0.378,-10.620,-37.048,-40.649
1.143,-0.096,0.391,-10.681,-33.630,-38.330
1.169,-0.085,0.380,-11.169,-29.785,-35.461
1.165,-0.077,0.350,-11.597,-26.611,-34.485
1.159,-0.102,0.331,-11.292,-23.987,-34.851
1.146,-0.085,0.304,-11.658,-22.705,-32.471
1.142,-0.069,0.296,-12.329,-22.034,-29.846
1.138,-0.072,0.311,-12.390,-20.874,-27.405
1.125,-0.072,0.323,-12.512,-19.958,-25.574
1.132,-0.077,0.325,-10.437,-19.592,-25.085
1.127,-0.080,0.325,-6.958,-18.127,-25.146
1.115,-0.083,0.313,-4.272,-16.418,-23.743
1.101,-0.081,0.298,-2.991,-14.709,-21.973
1.103,-0.073,0.288,-3.540,-13.306,-18.616
1.144,-0.115,0.345,-6.042,-14.832,-15.198
1.088,-0.006,0.295,-8.484,-19.348,-16.418
1.142,-0.069,0.367,5.249,-10.437,-20.020
1.101,-0.003,0.313,7.263,-14.221,-25.757
1.099,-0.025,0.331,6.470,-13.855,-25.818
1.107,-0.041,0.344,5.432,-13.062,-24.963
1.097,-0.063,0.356,1.465,-13.733,-23.254
1.091,-0.091,0.374,-0.549,-12.878,-20.813
1.069,-0.101,0.380,0.183,-11.841,-18.616
1.058,-0.086,0.374,1.282,-10.986,-16.357
1.049,-0.090,0.380,2.197,-10.864,-14.954
1.042,-0.090,0.387,2.380,-9.888,-12.390
1.047,-0.075,0.389,2.747,-7.996,-8.911
1.035,-0.042,0.376,3.662,-5.920,-6.470
1.018,-0.005,0.353,3.479,-4.639,-5.249
1.013,-0.000,0.348,0.916,-3.784,-3.967
1.013,-0.011,0.363,-0.977,-2.930,-2.441
1.001,-0.005,0.359,-1.892,-2.319,-1.160
0.997,-0.009,0.366,-1.465,-1.770,-0.427
0.992,-0.003,0.370,-0.244,-0.793,-0.061
0.969,0.003,0.368,1.648,-0.244,0.000
0.973,0.019,0.366,3.296,0.916,0.305
0.958,0.031,0.361,3.723,2.502,0.793
0.963,0.051,0.358,4.395,4.272,1.282
0.952,0.082,0.337,4.822,5.249,1.343
0.927,0.092,0.310,2.686,4.517,0.366

1.338,0.805,0.478,50.781,-21.240,46.265
1.380,0.837,0.480,50.720,-20.508,41.687
1.419,0.838,0.483,47.852,-17.883,37.964
1.455,0.820,0.499,43.579,-13.550,36.133
1.538,0.746,0.612,38.574,-8.484,36.499
1.422,0.899,0.493,30.396,-9.521,33.813
1.525,0.888,0.590,32.776,5.859,37.720
1.501,0.976,0.577,26.855,8.789,33.875
1.539,0.995,0.625,19.592,12.756,30.640
1.542,0.999,0.631,17.334,17.700,22.766
1.528,0.962,0.631,15.137,23.499,13.855
1.481,0.918,0.601,9.827,29.175,7.385
1.451,0.848,0.594,5.432,34.424,0.366
1.396,0.790,0.573,3.906,38.879,-6.287
1.347,0.766,0.543,2.625,42.847,-12.268
1.286,0.733,0.512,-0.183,46.692,-16.541
1.220,0.680,0.488,-5.920,50.171,-18.250
1.162,0.628,0.456,-13.245,53.833,-18.555
1.095,0.587,0.423,-18.372,57.434,-18.250
1.010,0.553,0.373,-21.851,58.594,-18.494
0.977,0.540,0.344,-23.987,57.251,-20.630
0.885,0.508,0.323,-24.658,56.580,-20.935
0.893,0.521,0.316,-23.743,55.359,-22.766
0.849,0.486,0.328,-20.325,53.772,-26.672
0.844,0.468,0.330,-18.799,55.115,-28.320
0.827,0.473,0.304,-19.165,58.411,-27.893
0.785,0.479,0.270,-22.400,61.951,-27.405
0.729,0.482,0.243,-26.917,64.331,-26.428
0.668,0.503,0.192,-31.433,65.552,-25.818
0.624,0.505,0.155,-35.522,64.209,-26.550
0.570,0.514,0.128,-39.246,60.913,-26.855
0.544,0.501,0.139,-38.757,57.312,-29.358
0.502,0.511,0.115,-37.964,52.490,-32.166
0.451,0.510,0.097,-37.659,47.485,-34.607
0.422,0.504,0.090,-38.147,43.396,-35.950
0.360,0.459,0.090,-39.429,39.124,-37.170
0.315,0.414,0.106,-38.574,34.485,-38.086
0.267,0.359,0.135,-35.278,28.503,-39.978
0.258,0.322,0.145,-31.250,22.278,-41.626
0.225,0.272,0.158,-28.259,17.273,-42.175
0.210,0.210,0.185,-28.198,14.526,-38.086
0.201,0.173,0.192,-30.212,12.573,-31.006
0.205,0.189,0.197,-29.663,10.559,-24.048
0.218,0.236,0.202,-28.259,7.812,-18.921
0.267,0.279,0.202,-27.649,4.944,-16.113
0.296,0.301,0.183,-28.748,4.028,-14.587
0.322,0.317,0.139,-31.372,4.639,-12.451
0.356,0.327,0.082,-34.790,5.310,-10.010
0.359,0.324,0.043,-40.710,5.798,-7.141
0.361,0.317,0.039,-48.889,4.578,-2.747
0.383,0.291,0.072,-57.129,3.540,3.052
0.398,0.246,0.099,-64.758,2.319,10.864
0.417,0.167,0.119,-63.843,-0.366,14.282
0.457,0.095,0.117,-52.734,-4.761,13.123
0.477,0.086,0.095,-36.926,-11.353,10.315
0.503,0.118,0.082,-23.437,-18.860,8.362
0.565,0.186,0.084,-17.090,-23.437,9.521
0.643,0.291,0.081,-16.479,-25.513,8.606
0.689,0.324,0.081,-18.860,-26.184,1.160
0.719,0.250,0.072,-22.095,-24.658,-7.324
0.765,0.182,0.043,-24.780,-21.118,-10.986
0.779,0.161,0.011,-24.963,-19.287,-11.353
0.787,0.168,-0.016,-24.719,-19.409,-11.414
0.773,0.191,-0.028,-25.146,-21.606,-11.047
0.785,0.202,-0.025,-26.062,-24.658,-9.827
0.853,0.177,-0.001,-24.902,-27.527,-9.216
0.900,0.187,-0.009,-20.264,-30.212,-10.254
0.953,0.247,-0.037,-14.648,-33.508,-13.672
0.985,0.280,-0.036,-13.123,-37.231,-19.348
0.986,0.232,-0.005,-16.052,-40.039,-25.635
0.981,0.138,0.046,-20.447,-41.565,-28.809
0.997,0.048,0.102,-24.109,-42.175,-28.442
1.014,-0.014,0.144,-24.658,-42.603,-27.039
1.008,-0.052,0.175,-23.010,-42.847,-25.024
1.033,-0.065,0.197,-20.874,-42.847,-21.545
1.066,-0.060,0.189,-18.311,-42.114,-17.517
1.138,-0.026,0.189,-14.709,-40.527,-14.832
1.144,-0.007,0.187,-13.245,-39.001,-13.855
1.168,-0.016,0.207,-12.146,-37.781,-14.893
1.174,-0.024,0.221,-10.254,-36.438,-15.869
1.151,-0.023,0.237,-5.798,-35.889,-18.677
1.143,-0.012,0.235,-2.014,-36.743,-22.583
1.164,-0.009,0.256,0.244,-37.292,-24.963
1.184,0.005,0.260,0.671,-35.339,-24.414
1.226,0.015,0.248,-0.977,-32.715,-22.949
1.245,0.014,0.249,-2.258,-28.748,-20.630
1.245,0.027,0.250,-1.953,-24.963,-20.081
1.234,0.020,0.261,-0.427,-22.278,-21.851
1.192,0.000,0.271,0.366,-19.897,-22.400
1.194,-0.001,0.286,2.258,-17.822,-22.949
1.185,0.002,0.286,4.272,-16.418,-23.621
1.191,0.019,0.285,3.601,-15.381,-23.743
1.161,0.009,0.279,0.977,-14.709,-23.193
1.157,-0.007,0.280,-1.648,-13.672,-21.362
1.197,-0.041,0.343,-2.625,-12.512,-19.348
1.127,-0.025,0.298,-4.272,-16.052,-18.005
1.177,-0.006,0.318,0.488,-11.841,-17.761
1.155,-0.017,0.316,9.705,-5.127,-18.982
1.116,0.050,0.249,8.301,-5.920,-19.226
1.091,0.037,0.244,7.996,-3.479,-16.907
1.083,0.042,0.232,5.493,-3.967,-15.625
1.095,0.027,0.248,4.150,-4.028,-13.916
1.098,0.031,0.256,6.409,-3.235,-14.526
1.083,0.046,0.245,9.583,-2.563,-16.724
1.060,0.047,0.241,11.597,-1.526,-19.043
1.033,0.045,0.234,11.169,-0.488,-19.836
1.014,0.038,0.233,10.437,-0.122,-19.653
1.000,0.028,0.236,8.179,-0.122,-17.822
0.994,0.020,0.240,4.456,0.732,-13.855
0.986,0.020,0.240,1.648,1.587,-9.399
0.978,0.019,0.232,0.061,1.770,-6.531
0.965,0.020,0.226,-0.488,1.221,-5.005
0.969,0.028,0.231,0.549,0.061,-4.211
0.972,0.035,0.235,2.441,-1.282,-4.822
0.972,0.037,0.242,4.395,-2.014,-5.798
0.988,0.033,0.259,6.348,-2.441,-6.592
0.988,0.029,0.271,8.118,-1.465,-6.714
0.983,0.050,0.251,8.118,-0.549,-6.653
0.976,0.047,0.234,6.348,-0.244,-6.287

1.540,0.780,0.482,73.792,-56.458,66.162
1.598,0.829,0.484,71.960,-52.246,60.181
1.636,0.822,0.519,69.702,-47.485,55.969
1.674,0.814,0.548,64.026,-42.297,55.115
1.692,0.826,0.596,61.096,-35.645,55.908
1.764,0.906,0.672,60.364,-29.846,56.335
1.734,1.012,0.639,56.885,-33.264,47.791
1.723,1.111,0.627,57.129,-28.198,40.527
1.786,1.048,0.713,60.608,-9.949,36.133
1.742,1.039,0.705,42.542,-5.798,33.203
1.725,0.973,0.719,28.381,7.935,36.072
1.671,0.898,0.705,22.095,18.250,30.884
1.598,0.841,0.677,19.592,26.062,27.039
1.538,0.818,0.659,20.142,30.029,21.973
1.494,0.835,0.629,20.447,33.081,16.785
1.438,0.828,0.600,18.311,37.537,11.963
1.389,0.801,0.558,15.198,45.166,7.080
1.327,0.745,0.518,9.888,51.392,2.258
1.242,0.670,0.489,3.723,56.152,-1.038
1.173,0.627,0.454,-1.831,59.631,-2.563
1.100,0.598,0.431,-5.798,61.096,-3.174
1.047,0.597,0.408,-8.911,61.707,-4.028
0.992,0.586,0.390,-10.132,61.401,-5.371
0.962,0.633,0.338,-9.583,61.401,-9.155
0.926,0.614,0.306,-8.667,60.364,-15.625
0.896,0.558,0.281,-12.146,61.462,-18.188
0.853,0.516,0.267,-17.090,63.721,-18.005
0.803,0.505,0.270,-20.142,66.650,-16.113
0.772,0.497,0.266,-23.071,68.787,-15.320
0.718,0.511,0.238,-25.269,70.801,-15.442
0.676,0.507,0.207,-27.466,70.923,-17.456
0.630,0.479,0.188,-30.151,69.702,-18.494
0.561,0.475,0.124,-34.729,67.810,-17.090
0.522,0.462,0.103,-37.109,64.087,-17.273
0.520,0.438,0.107,-38.208,59.570,-16.479
0.459,0.435,0.101,-38.391,54.626,-16.174
0.469,0.456,0.099,-35.522,50.964,-18.311
0.460,0.452,0.096,-33.630,48.462,-21.423
0.388,0.451,0.072,-36.621,46.082,-22.034
0.341,0.445,0.072,-38.269,42.847,-24.719
0.314,0.452,0.069,-40.039,38.147,-26.733
0.279,0.426,0.081,-41.748,31.860,-29.358
0.297,0.384,0.112,-41.321,25.146,-32.471
0.312,0.364,0.131,-38.696,20.020,-33.875
0.312,0.344,0.133,-35.889,16.602,-35.278
0.318,0.331,0.120,-33.264,13.123,-36.011
0.304,0.309,0.098,-32.410,8.972,-36.926
0.324,0.281,0.074,-31.006,5.249,-37.537
0.324,0.251,0.042,-31.189,2.136,-37.415
0.318,0.232,0.023,-34.363,0.488,-34.851
0.306,0.245,0.014,-39.612,-0.793,-29.419
0.307,0.242,0.030,-44.128,-3.235,-24.902
0.334,0.250,0.027,-47.302,-4.944,-20.752
0.375,0.251,-0.002,-50.415,-6.775,-17.700
0.412,0.200,-0.021,-53.772,-8.850,-16.174
0.427,0.154,-0.025,-56.091,-11.414,-14.893
0.427,0.143,-0.030,-55.725,-15.503,-13.306
0.455,0.179,-0.031,-52.307,-19.592,-12.939
0.449,0.204,-0.041,-49.438,-24.597,-14.160
0.499,0.211,-0.034,-49.805,-29.297,-14.099
0.574,0.198,-0.027,-51.819,-33.691,-12.329
0.633,0.178,0.004,-51.819,-37.170,-11.658
0.685,0.154,0.046,-49.377,-39.673,-12.329
0.704,0.132,0.078,-45.898,-40.771,-13.733
0.703,0.139,0.092,-42.542,-40.771,-14.343
0.738,0.154,0.059,-40.710,-40.649,-14.832
0.784,0.137,0.050,-41.809,-41.321,-14.893
0.822,0.114,0.047,-42.114,-43.823,-15.808
0.869,0.105,0.056,-38.940,-47.241,-17.456
0.916,0.110,0.060,-34.607,-50.842,-20.386
0.965,0.093,0.070,-32.227,-52.979,-23.010
0.992,0.073,0.093,-33.386,-53.101,-22.400
0.997,0.065,0.126,-36.194,-53.162,-20.203
1.016,0.056,0.175,-36.987,-53.955,-20.264
1.064,0.039,0.222,-33.752,-54.626,-21.301
1.116,0.029,0.250,-28.809,-56.152,-24.109
1.182,0.020,0.260,-23.743,-57.190,-27.832
1.223,-0.006,0.258,-21.851,-55.664,-29.358
1.251,-0.041,0.270,-22.644,-53.711,-27.954
1.266,-0.034,0.284,-20.996,-52.368,-26.611
1.263,-0.014,0.300,-17.212,-51.208,-26.672
1.270,0.046,0.293,-15.808,-50.659,-29.541
1.293,0.046,0.310,-15.320,-49.438,-35.278
1.285,-0.016,0.320,-15.625,-46.631,-40.710
1.275,-0.083,0.323,-16.357,-44.189,-44.434
1.251,-0.145,0.331,-15.137,-42.480,-45.837
1.258,-0.181,0.338,-12.878,-39.734,-44.495
1.260,-0.191,0.350,-9.094,-36.865,-43.396
1.247,-0.178,0.353,-4.211,-33.630,-43.091
1.248,-0.169,0.360,-0.488,-30.090,-43.884
1.221,-0.199,0.368,-0.916,-25.452,-42.297
1.219,-0.249,0.386,-5.310,-21.118,-37.842
1.235,-0.326,0.446,-9.949,-17.212,-31.189
1.110,-0.271,0.352,-14.038,-19.592,-27.161
1.169,-0.319,0.416,-6.714,-14.099,-25.208
1.151,-0.304,0.413,2.075,-11.780,-25.391
1.139,-0.270,0.393,4.883,-11.292,-23.621
1.116,-0.251,0.381,8.850,-6.348,-19.470
1.104,-0.202,0.347,8.240,-3.967,-15.320
1.083,-0.175,0.321,5.066,-1.038,-10.315
1.056,-0.182,0.305,1.953,0.671,-7.385
1.039,-0.182,0.290,0.366,1.770,-4.883
1.019,-0.172,0.282,2.075,1.282,-3.845
1.020,-0.157,0.289,5.432,0.549,-3.662
1.009,-0.140,0.293,7.812,0.977,-2.686
1.000,-0.125,0.288,9.216,2.991,-0.916
0.983,-0.095,0.268,10.193,5.127,1.099
0.973,-0.052,0.247,10.132,6.348,2.075
0.955,-0.039,0.235,8.606,6.165,2.258
0.944,-0.037,0.229,6.104,5.188,2.319
0.928,-0.048,0.230,5.432,3.479,2.441
0.927,-0.035,0.233,5.798,1.404,2.502
