aX,aY,aZ,gX,gY,gZ
0.961,0.096,0.226,1.343,3.784,0.549
0.950,0.105,0.216,1.404,1.465,-0.977
0.955,0.094,0.234,2.258,-0.122,-2.136
0.958,0.080,0.249,3.296,-1.404,-2.441

1.414,0.790,0.448,48.157,-19.470,49.622
1.478,0.780,0.471,41.382,-14.099,49.011
1.512,0.795,0.451,36.743,-14.587,43.518
1.564,0.782,0.492,33.936,-10.132,42.480
1.572,0.838,0.505,29.480,-1.221,44.250
1.588,0.878,0.545,21.240,4.822,45.593
1.594,0.929,0.563,15.015,12.634,45.227
1.598,0.937,0.583,14.404,18.982,38.757
1.560,0.937,0.561,15.259,24.170,28.564
1.537,0.895,0.559,15.564,30.090,18.372
1.466,0.826,0.553,11.963,33.630,9.155
1.407,0.736,0.560,6.348,37.048,3.296
1.347,0.662,0.557,2.747,40.771,-0.488
1.301,0.611,0.531,1.038,43.335,-3.296
1.244,0.567,0.492,-1.038,45.776,-5.493
1.184,0.513,0.449,-3.479,48.096,-7.202
1.148,0.474,0.425,-6.226,51.819,-7.202
1.085,0.467,0.391,-9.399,55.847,-6.836
1.016,0.453,0.351,-14.648,59.692,-6.348
0.963,0.454,0.309,-20.508,62.561,-4.578
0.935,0.445,0.269,-24.292,64.453,-4.211
0.870,0.430,0.213,-25.452,64.514,-5.188
0.826,0.436,0.165,-25.146,62.195,-7.568
0.784,0.433,0.136,-24.475,58.533,-9.644
0.759,0.432,0.137,-26.367,55.176,-10.620
0.711,0.415,0.146,-28.320,53.528,-10.681
0.669,0.404,0.143,-28.259,52.856,-11.658
0.618,0.402,0.118,-26.917,52.490,-13.000
0.577,0.411,0.093,-27.283,51.453,-13.672
0.523,0.405,0.078,-28.870,49.927,-13.367
0.507,0.406,0.049,-31.738,46.936,-13.306
0.458,0.363,0.034,-33.264,42.236,-14.404
0.421,0.358,0.015,-35.095,36.865,-13.916
0.396,0.356,0.023,-36.438,30.884,-13.062
0.371,0.313,0.068,-36.499,25.208,-13.123
0.356,0.297,0.100,-35.400,20.203,-13.184
0.348,0.293,0.130,-32.288,17.029,-13.184
0.340,0.291,0.143,-29.785,14.099,-13.489
0.308,0.300,0.126,-28.870,11.902,-12.207
0.311,0.306,0.120,-28.137,9.521,-11.902
0.323,0.299,0.120,-29.114,7.202,-10.559
0.344,0.293,0.120,-32.471,5.493,-7.141
0.361,0.281,0.114,-33.508,3.906,-5.676
0.371,0.286,0.085,-32.959,1.953,-6.287
0.367,0.282,0.048,-30.762,-0.549,-8.301
0.360,0.275,0.026,-29.297,-4.395,-10.376
0.367,0.244,0.030,-29.419,-8.667,-10.925
0.400,0.222,0.036,-29.236,-12.573,-10.071
0.420,0.198,0.037,-28.931,-15.869,-8.728
0.444,0.195,0.040,-27.710,-18.372,-6.897
0.484,0.245,0.035,-25.269,-20.630,-5.676
0.501,0.304,0.021,-23.376,-23.743,-6.470
0.498,0.327,0.017,-23.560,-27.405,-9.399
0.536,0.300,0.026,-23.254,-31.738,-12.939
0.593,0.245,0.038,-21.851,-34.973,-16.418
0.617,0.214,0.036,-20.691,-37.476,-18.799
0.636,0.170,0.054,-20.142,-39.185,-18.860
0.679,0.151,0.095,-19.836,-39.856,-16.541
0.714,0.167,0.124,-19.470,-41.016,-15.076
0.761,0.184,0.134,-16.479,-41.626,-16.357
0.773,0.183,0.118,-16.052,-41.992,-17.517
0.801,0.138,0.122,-17.029,-42.664,-17.700
0.836,0.092,0.135,-17.639,-42.786,-16.724
0.865,0.077,0.141,-17.273,-42.542,-15.625
0.880,0.110,0.117,-16.479,-41.077,-15.259
0.881,0.128,0.100,-18.921,-41.565,-15.015
0.907,0.146,0.103,-22.278,-44.006,-14.282
0.961,0.162,0.136,-24.719,-47.607,-14.282
1.023,0.154,0.186,-24.170,-50.842,-15.930
1.101,0.142,0.235,-20.630,-52.307,-19.714
1.127,0.127,0.268,-15.747,-51.331,-23.865
1.153,0.119,0.292,-13.123,-48.401,-27.039
1.168,0.124,0.304,-13.184,-44.678,-28.992
1.165,0.108,0.305,-14.771,-42.053,-31.799
1.165,0.084,0.302,-16.907,-40.833,-33.752
1.197,0.052,0.312,-18.066,-40.344,-34.790
1.225,0.013,0.328,-17.273,-40.222,-35.767
1.257,-0.008,0.338,-14.038,-39.429,-37.292
1.261,-0.030,0.341,-10.193,-37.476,-38.818
1.251,-0.061,0.347,-7.324,-34.790,-39.368
1.288,-0.032,0.346,-5.249,-32.166,-39.185
1.252,-0.058,0.355,-6.531,-36.865,-41.077
1.242,-0.004,0.310,-8.301,-36.987,-42.847
1.304,-0.122,0.374,0.000,-22.949,-40.588
1.270,-0.107,0.326,-7.751,-22.949,-36.621
1.273,-0.136,0.341,-10.925,-16.968,-29.175
1.270,-0.138,0.351,-9.460,-13.428,-26.184
1.241,-0.110,0.340,-7.385,-11.414,-23.560
1.235,-0.081,0.344,-2.747,-8.972,-23.499
1.203,-0.059,0.332,0.427,-7.080,-24.048
1.175,-0.050,0.318,1.587,-5.676,-25.085
1.144,-0.087,0.317,-0.488,-4.395,-24.414
1.120,-0.125,0.315,-3.479,-2.686,-20.752
1.113,-0.140,0.318,-3.662,-0.977,-16.785
1.102,-0.126,0.314,-0.610,0.549,-14.526
1.084,-0.097,0.299,3.052,1.953,-13.000
1.054,-0.082,0.283,4.700,3.296,-11.475
1.040,-0.044,0.258,4.272,4.578,-8.789
1.019,-0.024,0.234,1.282,4.883,-5.432
1.002,-0.016,0.222,-0.854,4.211,-3.540
0.992,-0.017,0.234,-1.404,2.563,-3.052
0.991,-0.030,0.263,0.854,1.587,-3.540
0.981,-0.023,0.266,4.028,1.892,-4.456
0.955,-0.016,0.252,5.676,2.686,-4.333
0.940,-0.002,0.248,5.981,3.296,-3.052
0.941,0.039,0.235,5.554,3.967,-1.404
0.937,0.037,0.235,3.601,3.967,0.122
0.936,0.056,0.226,0.244,3.845,1.892
0.940,0.045,0.236,-0.488,3.296,1.892
0.935,0.047,0.234,0.732,2.014,0.366
0.929,0.055,0.233,2.625,0.671,-1.343
0.924,0.053,0.242,3.784,-0.549,-2.197
0.923,0.058,0.254,4.150,-1.465,-2.441
0.918,0.062,0.262,5.005,-1.953,-2.808
0.921,0.057,0.277,5.005,-2.075,-3.174
0.930,0.047,0.295,4.272,-1.343,-2.441
0.936,0.058,0.296,3.906,0.061,-1.465
0.933,0.082,0.284,3.357,0.916,-0.793
0.933,0.078,0.278,1.892,1.282,-0.549

1.454,0.715,0.646,55.115,-46.082,70.740
1.526,0.751,0.662,53.284,-40.710,64.697
1.599,0.784,0.658,55.115,-34.363,54.565
1.576,0.714,0.681,52.795,-32.898,43.152
1.459,0.711,0.591,51.880,-32.776,31.250
1.487,0.673,0.588,54.688,-15.076,33.447
1.492,0.697,0.564,45.471,-11.169,35.767
1.499,0.771,0.511,36.804,-3.235,41.138
1.504,0.739,0.518,30.457,0.732,40.771
1.466,0.757,0.464,24.048,2.380,39.001
1.444,0.718,0.461,25.391,10.925,38.757
1.430,0.705,0.455,23.926,13.000,36.133
1.432,0.690,0.476,22.217,15.076,34.851
1.363,0.753,0.442,17.639,10.498,30.396
1.389,0.726,0.489,20.020,9.216,23.010
1.367,0.704,0.513,23.010,7.751,14.893
1.356,0.679,0.524,20.996,7.935,10.315
1.343,0.606,0.535,15.930,11.597,8.423
1.310,0.531,0.540,8.423,18.677,11.047
1.273,0.511,0.529,2.319,27.405,15.930
1.220,0.528,0.497,-1.831,33.691,19.836
1.191,0.551,0.479,-4.883,37.781,21.423
1.149,0.552,0.464,-6.836,40.039,19.714
1.112,0.538,0.448,-7.568,41.382,15.869
1.080,0.503,0.437,-7.324,42.908,11.841
1.035,0.533,0.383,-8.728,44.556,9.277
1.008,0.523,0.369,-8.911,46.509,3.479
0.960,0.506,0.356,-11.047,47.424,-1.160
0.903,0.490,0.336,-12.024,49.133,-3.906
0.873,0.500,0.319,-12.146,49.072,-7.202
0.792,0.492,0.293,-13.733,47.668,-10.071
0.762,0.466,0.282,-16.785,46.387,-12.207
0.741,0.414,0.278,-19.165,45.959,-14.099
0.716,0.382,0.273,-22.156,45.837,-13.245
0.685,0.374,0.257,-24.719,46.021,-10.986
0.648,0.391,0.234,-26.001,46.814,-7.141
0.626,0.436,0.223,-28.015,46.448,-4.150
0.631,0.469,0.229,-28.992,46.204,-3.601
0.540,0.474,0.209,-30.518,45.166,-3.601
0.536,0.477,0.213,-31.982,42.847,-5.737
0.509,0.438,0.244,-31.006,39.368,-8.667
0.504,0.473,0.253,-31.677,34.790,-9.888
0.503,0.495,0.265,-29.968,30.029,-15.625
0.467,0.469,0.284,-30.701,25.757,-22.583
0.429,0.389,0.320,-29.663,23.804,-27.222
0.419,0.381,0.307,-28.809,22.339,-28.076
0.394,0.364,0.303,-26.489,20.874,-29.175
0.388,0.357,0.287,-25.513,20.203,-28.564
0.375,0.331,0.260,-26.001,19.592,-27.527
0.381,0.317,0.232,-26.428,17.883,-26.794
0.379,0.299,0.195,-26.123,14.954,-27.222
0.393,0.269,0.170,-25.940,12.085,-27.405
0.405,0.258,0.154,-25.818,8.667,-25.818
0.421,0.282,0.146,-24.597,4.578,-24.658
0.424,0.280,0.149,-23.621,0.916,-24.780
0.436,0.256,0.144,-25.513,-1.587,-23.376
0.463,0.217,0.144,-28.381,-3.418,-20.935
0.486,0.170,0.156,-28.076,-4.639,-19.531
0.502,0.172,0.147,-24.536,-6.470,-19.409
0.511,0.191,0.124,-21.484,-9.094,-20.386
0.500,0.183,0.104,-22.583,-10.986,-19.836
0.490,0.151,0.096,-27.405,-11.902,-15.930
0.509,0.120,0.085,-30.701,-12.573,-10.986
0.560,0.101,0.094,-29.175,-14.709,-7.690
0.593,0.134,0.098,-23.926,-18.921,-7.080
0.630,0.168,0.086,-20.752,-23.376,-7.935
0.656,0.179,0.072,-22.522,-25.757,-7.751
0.679,0.179,0.052,-27.893,-27.100,-5.432
0.691,0.143,0.065,-31.189,-28.992,-4.456
0.726,0.112,0.102,-30.090,-32.288,-4.333
0.792,0.118,0.118,-23.376,-36.133,-5.432
0.863,0.147,0.135,-16.357,-39.734,-7.568
0.926,0.162,0.184,-14.221,-41.992,-8.118
0.994,0.187,0.233,-13.916,-40.039,-8.118
1.012,0.235,0.238,-14.587,-36.072,-9.827
1.003,0.237,0.216,-16.602,-31.738,-13.245
0.999,0.205,0.163,-20.447,-28.748,-16.418
1.009,0.152,0.129,-24.414,-28.381,-17.456
1.026,0.141,0.127,-26.489,-30.518,-16.418
1.065,0.144,0.165,-24.536,-34.241,-16.907
1.109,0.136,0.222,-18.860,-37.781,-20.569
1.135,0.120,0.254,-13.977,-39.185,-25.146
1.144,0.132,0.252,-10.498,-38.086,-28.076
1.157,0.125,0.244,-10.925,-36.133,-30.945
1.170,0.052,0.250,-14.221,-32.166,-32.776
1.182,-0.011,0.257,-18.066,-28.442,-31.982
1.172,-0.077,0.270,-18.555,-27.344,-31.799
1.165,-0.111,0.285,-15.381,-25.146,-30.396
1.160,-0.095,0.276,-10.803,-24.475,-30.029
1.153,-0.078,0.270,-8.118,-23.865,-29.297
1.146,-0.062,0.263,-7.996,-23.315,-28.076
1.161,-0.048,0.253,-7.874,-23.560,-28.259
1.181,-0.067,0.252,-8.240,-24.109,-29.419
1.212,-0.117,0.280,-7.996,-23.071,-30.151
1.255,-0.184,0.341,-6.714,-21.729,-29.785
1.122,-0.078,0.221,-6.714,-26.062,-30.762
1.187,-0.121,0.299,1.709,-18.433,-30.090
1.154,-0.096,0.290,2.380,-16.541,-28.320
1.152,-0.088,0.311,-0.977,-14.282,-23.193
1.159,-0.090,0.326,0.000,-10.193,-20.447
1.151,-0.071,0.311,-1.343,-6.531,-16.724
1.136,-0.062,0.294,-2.808,-2.808,-12.451
1.116,-0.060,0.285,-3.357,-0.366,-9.644
1.106,-0.029,0.273,-2.563,0.244,-8.667
1.082,-0.016,0.261,-0.793,0.305,-9.460
1.049,0.005,0.240,1.038,0.000,-10.376
1.025,0.023,0.229,0.732,-0.977,-10.498
1.022,0.017,0.241,0.122,-2.380,-10.132
1.033,0.001,0.266,-0.732,-2.991,-9.583
1.036,-0.005,0.281,0.488,-2.441,-9.094
1.024,-0.009,0.277,2.136,-1.343,-9.766
1.011,-0.016,0.273,3.784,-0.366,-10.376
0.991,-0.018,0.262,5.554,0.793,-10.315
0.967,-0.000,0.241,5.493,1.831,-8.972
0.951,-0.001,0.236,3.601,2.502,-6.653
0.944,0.005,0.234,1.648,1.709,-4.517
0.945,0.007,0.241,1.587,0.549,-3.784
0.953,0.010,0.258,2.014,-0.549,-3.601
0.961,0.016,0.276,2.380,-0.793,-2.991

1.354,0.634,0.484,33.020,-44.617,39.063
1.392,0.523,0.519,26.001,-35.706,42.114
1.331,0.499,0.494,22.766,-28.381,42.664
1.400,0.524,0.530,23.132,-23.132,45.044
1.405,0.677,0.487,21.973,-18.372,49.500
1.477,0.729,0.521,19.714,-12.573,50.049
1.496,0.735,0.528,19.897,-6.775,46.509
1.496,0.735,0.501,21.851,-1.648,41.321
1.469,0.704,0.494,27.405,4.639,33.630
1.477,0.685,0.499,31.860,12.207,26.978
1.406,0.634,0.494,28.320,15.625,22.827
1.396,0.576,0.521,20.874,16.357,17.700
1.356,0.497,0.532,15.503,17.029,13.245
1.319,0.456,0.526,14.893,17.639,9.094
1.281,0.445,0.504,16.479,19.348,6.714
1.267,0.439,0.504,16.968,22.339,5.249
1.257,0.440,0.481,14.648,25.635,4.395
1.269,0.363,0.552,10.010,29.541,4.883
1.130,0.427,0.428,5.615,27.771,0.000
1.176,0.356,0.460,9.399,42.236,2.747
1.088,0.362,0.385,3.540,43.701,2.319
1.052,0.331,0.353,-3.174,45.410,4.028
1.007,0.342,0.300,-6.226,46.875,5.066
0.994,0.342,0.268,-7.263,46.631,4.578
0.977,0.380,0.231,-7.019,43.701,2.747
0.954,0.417,0.204,-6.592,38.269,-1.221
0.942,0.419,0.208,-6.592,35.339,-4.578
0.921,0.396,0.234,-9.766,34.607,-4.944
0.899,0.380,0.273,-14.282,35.217,-3.662
0.896,0.367,0.319,-16.052,36.926,-2.686
0.896,0.404,0.329,-15.015,39.856,-3.235
0.874,0.384,0.328,-15.320,42.603,-5.066
0.835,0.383,0.283,-19.714,44.739,-6.958
0.799,0.326,0.279,-20.813,45.715,-9.338
0.767,0.319,0.259,-21.729,45.593,-8.423
0.720,0.327,0.236,-24.292,43.579,-6.531
0.707,0.374,0.237,-25.024,41.199,-6.104
0.708,0.415,0.238,-25.940,37.964,-8.057
0.657,0.444,0.212,-27.527,34.058,-12.451
0.638,0.414,0.226,-25.574,29.846,-19.775
0.630,0.369,0.257,-23.499,25.452,-25.635
0.609,0.350,0.272,-23.987,24.231,-26.306
0.569,0.344,0.246,-26.978,24.536,-25.391
0.532,0.321,0.240,-28.381,25.452,-24.780
0.485,0.307,0.211,-28.992,25.269,-22.522
0.466,0.323,0.190,-28.503,23.560,-21.240
0.452,0.301,0.178,-26.489,20.325,-22.461
0.448,0.280,0.175,-24.475,15.930,-23.865
0.461,0.274,0.183,-21.667,12.207,-24.536
0.450,0.251,0.176,-21.179,9.216,-23.804
0.447,0.257,0.159,-23.376,8.423,-20.569
0.430,0.259,0.140,-25.452,8.118,-17.944
0.431,0.262,0.120,-26.184,6.348,-16.174
0.443,0.263,0.099,-27.222,3.784,-14.160
0.460,0.248,0.081,-28.809,0.671,-12.451
0.483,0.223,0.069,-31.250,-2.502,-10.193
0.501,0.200,0.065,-32.715,-5.615,-8.545
0.502,0.186,0.067,-32.715,-8.423,-7.568
0.492,0.180,0.063,-34.241,-12.390,-6.775
0.479,0.150,0.093,-36.194,-17.395,-5.859
0.484,0.122,0.142,-37.598,-21.729,-4.333
0.490,0.107,0.190,-38.452,-24.902,-2.075
0.538,0.105,0.236,-36.987,-26.917,0.977
0.615,0.108,0.257,-33.691,-26.428,3.357
0.656,0.120,0.244,-29.541,-24.719,3.113
0.658,0.143,0.215,-25.269,-23.132,2.441
0.654,0.175,0.192,-23.865,-23.560,1.404
0.647,0.188,0.196,-24.963,-25.696,0.488
0.659,0.203,0.206,-27.344,-27.954,0.183
0.700,0.191,0.225,-28.442,-30.273,-0.793
0.752,0.166,0.222,-27.222,-31.677,-2.380
0.819,0.126,0.223,-24.109,-32.715,-4.700
0.842,0.100,0.221,-20.691,-33.203,-6.592
0.858,0.099,0.223,-16.785,-33.813,-7.751
0.865,0.122,0.222,-13.672,-35.400,-10.742
0.873,0.131,0.227,-11.292,-37.170,-14.160
0.895,0.140,0.241,-10.376,-38.025,-16.541
0.929,0.144,0.247,-10.620,-38.574,-17.944
0.995,0.138,0.250,-11.536,-38.208,-19.287
1.019,0.119,0.246,-13.000,-36.865,-20.142
1.030,0.105,0.245,-15.137,-35.156,-20.020
1.037,0.074,0.268,-15.564,-33.386,-20.813
1.037,0.028,0.283,-13.062,-31.921,-22.156
1.025,0.034,0.270,-8.423,-30.823,-23.743
1.023,0.056,0.247,-4.028,-31.982,-25.146
1.071,0.071,0.219,-2.991,-33.875,-25.574
1.114,0.040,0.210,-6.348,-34.485,-24.536
1.142,-0.003,0.229,-9.216,-32.898,-20.996
1.154,-0.012,0.252,-7.874,-31.738,-18.494
1.183,0.013,0.282,-2.747,-30.945,-19.165
1.215,0.076,0.299,1.343,-29.297,-21.484
1.216,0.105,0.270,0.427,-27.466,-24.048
1.323,0.030,0.359,-2.991,-28.076,-27.283
1.206,0.122,0.260,-10.864,-34.973,-31.982
1.332,0.008,0.376,-1.526,-20.752,-32.043
1.289,-0.005,0.365,-0.854,-17.578,-32.227
1.262,0.002,0.347,-7.141,-16.907,-29.907
1.242,-0.061,0.373,-5.798,-11.841,-28.870
1.198,-0.092,0.364,-3.357,-9.399,-27.649
1.170,-0.092,0.350,0.854,-7.751,-26.489
1.168,-0.092,0.336,6.287,-6.165,-26.123
1.108,-0.080,0.301,7.324,-7.446,-25.024
1.111,-0.073,0.283,5.005,-6.836,-24.231
1.119,-0.109,0.299,4.822,-3.479,-21.912
1.112,-0.073,0.281,0.977,-1.587,-17.761
1.101,-0.073,0.280,-1.526,0.305,-15.625
1.088,-0.079,0.283,-3.479,1.648,-14.954
1.059,-0.069,0.273,-3.540,1.770,-14.282
1.032,-0.069,0.268,-2.258,1.282,-14.343
1.013,-0.068,0.273,-0.305,0.610,-14.404
1.008,-0.072,0.289,1.282,-0.183,-14.099
1.011,-0.076,0.306,1.831,0.427,-12.268
1.007,-0.069,0.310,0.793,1.953,-9.033
0.995,-0.082,0.310,0.244,4.089,-6.897
0.974,-0.064,0.292,0.122,5.676,-5.127
0.957,-0.052,0.277,-0.732,6.592,-3.540
0.929,-0.042,0.263,-1.892,5.798,-2.319
0.924,-0.040,0.269,-2.686,4.761,-0.610
0.932,-0.021,0.280,-2.319,3.479,0.305

1.434,0.662,0.474,10.132,-9.216,69.153
1.482,0.651,0.518,8.667,-4.578,65.125
1.505,0.709,0.545,12.756,1.282,59.143
1.544,0.761,0.559,20.142,5.005,49.561
1.522,0.826,0.529,19.897,4.211,38.574
1.545,0.839,0.529,18.860,6.592,29.175
1.556,0.809,0.538,15.503,11.658,21.057
1.532,0.746,0.549,6.714,16.968,15.747
1.502,0.670,0.557,-0.916,22.949,12.268
1.429,0.594,0.541,-3.784,26.978,6.470
1.388,0.529,0.544,-2.991,28.931,-0.610
1.331,0.465,0.541,0.916,31.006,-6.653
1.306,0.420,0.528,3.479,35.278,-10.498
1.252,0.384,0.492,2.502,40.771,-12.390
1.194,0.349,0.451,-1.282,47.424,-11.841
1.141,0.334,0.415,-7.751,52.734,-8.667
1.088,0.309,0.390,-13.855,56.213,-6.897
1.036,0.270,0.377,-16.968,58.350,-6.775
0.987,0.237,0.358,-16.479,59.265,-7.385
0.949,0.253,0.316,-13.000,58.716,-8.179
0.925,0.277,0.276,-8.972,56.458,-10.071
0.891,0.291,0.251,-9.399,54.138,-10.986
0.867,0.272,0.241,-14.709,52.917,-9.583
0.831,0.248,0.229,-22.644,51.758,-6.592
0.804,0.199,0.227,-29.053,50.354,-3.662
0.789,0.163,0.255,-29.846,49.316,-1.892
0.763,0.190,0.257,-24.414,47.913,-1.343
0.735,0.257,0.240,-17.578,46.997,-2.625
0.712,0.282,0.244,-12.817,45.654,-5.005
0.678,0.344,0.217,-11.475,44.617,-7.141
0.649,0.337,0.190,-14.832,43.396,-9.399
0.620,0.297,0.181,-22.644,43.701,-7.935
0.576,0.279,0.172,-33.569,44.312,-2.014
0.543,0.278,0.170,-38.696,42.542,1.160
0.501,0.281,0.155,-38.391,37.659,0.977
0.463,0.295,0.142,-37.109,30.762,-1.038
0.413,0.276,0.147,-34.973,23.254,-3.723
0.379,0.263,0.169,-32.471,15.625,-5.920
0.358,0.261,0.197,-28.870,9.460,-7.874
0.345,0.233,0.242,-25.330,5.432,-8.850
0.336,0.227,0.270,-23.499,4.517,-7.996
0.339,0.232,0.275,-23.193,5.249,-6.470
0.306,0.225,0.254,-23.376,6.287,-5.676
0.262,0.220,0.217,-23.560,5.615,-5.066
0.237,0.204,0.193,-23.071,1.770,-5.859
0.204,0.177,0.169,-21.729,-3.662,-7.080
0.181,0.130,0.142,-20.325,-10.193,-8.118
0.173,0.082,0.115,-17.578,-17.395,-7.935
0.197,0.092,0.091,-13.611,-26.062,-6.226
0.252,0.124,0.089,-7.507,-35.034,-4.150
0.329,0.176,0.095,-3.235,-41.504,-1.709
0.432,0.256,0.126,-1.953,-46.204,1.465
0.502,0.338,0.158,-4.089,-46.753,5.127
0.561,0.407,0.193,-9.766,-44.800,7.812
0.605,0.457,0.233,-16.968,-41.077,9.399
0.652,0.481,0.270,-24.231,-36.377,9.460
0.698,0.457,0.286,-27.954,-31.433,6.348
0.731,0.406,0.278,-26.428,-27.100,0.671
0.746,0.369,0.257,-20.935,-25.269,-5.859
0.756,0.364,0.225,-14.099,-25.330,-12.634
0.772,0.350,0.217,-11.780,-26.184,-16.846
0.770,0.312,0.207,-15.625,-26.306,-18.311
0.749,0.258,0.203,-19.958,-27.100,-19.531
0.747,0.206,0.212,-22.034,-28.259,-20.874
0.781,0.168,0.217,-21.729,-30.212,-23.132
0.826,0.101,0.242,-19.470,-31.494,-26.367
0.879,0.057,0.235,-17.700,-30.823,-28.137
0.901,0.037,0.209,-16.724,-29.480,-28.442
0.932,0.027,0.188,-16.052,-28.625,-27.588
0.937,0.030,0.155,-16.785,-27.832,-26.001
0.947,0.043,0.142,-18.616,-28.442,-23.865
0.972,0.070,0.145,-22.949,-30.151,-20.935
0.999,0.074,0.160,-27.588,-32.898,-19.531
1.045,0.037,0.203,-30.090,-35.156,-19.531
1.098,-0.010,0.255,-28.015,-36.072,-20.996
1.166,-0.035,0.279,-21.912,-34.424,-22.705
1.211,-0.010,0.265,-14.709,-31.555,-24.902
1.223,0.006,0.232,-9.827,-28.625,-26.672
1.222,0.034,0.204,-8.606,-26.245,-27.161
1.191,0.049,0.183,-10.742,-25.269,-26.855
1.231,0.034,0.211,-14.709,-24.292,-26.062
1.256,-0.016,0.264,-17.273,-23.437,-25.146
1.257,-0.048,0.296,-18.372,-25.146,-25.024
1.315,-0.085,0.353,-13.855,-22.766,-25.635
1.372,-0.159,0.426,-8.972,-19.653,-26.428
1.236,-0.005,0.264,-12.756,-26.428,-28.442
1.329,-0.083,0.329,-3.235,-15.015,-29.663
1.299,-0.096,0.324,0.854,-9.460,-28.748
1.331,-0.077,0.367,-3.540,-10.376,-25.757
1.263,-0.052,0.337,-6.775,-11.292,-24.048
1.295,-0.075,0.387,-6.775,-6.958,-23.376
1.271,-0.060,0.383,-3.418,-3.235,-23.315
1.239,-0.063,0.373,-2.502,-0.488,-23.010
1.233,-0.045,0.367,0.549,3.479,-22.644
1.211,-0.048,0.354,3.418,6.653,-23.315
1.186,-0.034,0.327,5.615,10.925,-23.010
1.159,-0.026,0.293,3.540,14.709,-20.325
1.132,-0.040,0.275,-0.977,18.982,-15.808
1.081,-0.039,0.241,-4.333,20.935,-12.390
1.054,-0.039,0.227,-5.432,20.386,-10.376
1.037,-0.032,0.225,-5.188,18.494,-8.667
1.033,-0.028,0.232,-3.601,16.541,-8.118
1.029,-0.013,0.235,0.122,14.587,-9.094
1.016,0.005,0.234,3.113,12.268,-10.986
1.009,0.004,0.244,4.944,12.085,-11.719
0.989,0.001,0.240,4.150,13.489,-11.108
0.980,-0.025,0.255,3.052,15.686,-9.460
0.960,-0.021,0.238,2.747,17.273,-7.629
0.953,-0.011,0.221,3.601,17.517,-6.592
0.934,0.009,0.181,4.211,15.503,-7.446
0.913,0.003,0.151,2.380,12.634,-7.507
0.893,-0.019,0.149,0.061,8.972,-6.958
0.899,-0.026,0.175,-1.831,6.042,-4.517
0.925,-0.026,0.229,-2.136,3.601,-3.052
0.953,-0.019,0.269,-0.122,4.272,-2.869
0.953,-0.005,0.262,3.296,5.798,-4.517
0.947,0.003,0.238,6.653,7.263,-6.836
0.952,0.016,0.225,8.545,7.690,-8.484
0.939,0.034,0.207,8.667,8.484,-7.324
